iid,pid,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,
389,410,female,21,27,6,european/caucasian-american,european/caucasian-american,1,1,1,law,20,20,20,20,10,10,7,5,8,4,10,5,20,30,20,20,0,10,8,10,9,7,5,7,10,10,10,,9,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.12,7,,7,8,7,0,1,1,1,
389,411,female,21,34,13,european/caucasian-american,european/caucasian-american,1,1,1,law,35,15,15,25,10,0,10,10,9,8,7,5,20,30,20,20,0,10,8,10,9,7,5,6,8,9,8,10,,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.59,7,,7,6,7,0,0,1,0,
389,412,female,21,27,6,european/caucasian-american,european/caucasian-american,1,1,1,law,75,5,5,5,5,5,8,8,9,9,8,7,20,30,20,20,0,10,8,10,9,7,5,5,10,9,5,10,,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.04,7,,7,7,7,0,0,1,0,
389,413,female,21,26,5,european/caucasian-american,european/caucasian-american,1,1,1,law,10,10,30,30,5,15,9,8,6,7,6,7,20,30,20,20,0,10,8,10,9,7,5,7,10,8,6,,,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.36,7,,7,6,6,0,1,1,1,
389,414,female,21,29,8,european/caucasian-american,european/caucasian-american,1,1,1,law,95,1,1,1,1,1,10,10,10,10,10,5,20,30,20,20,0,10,8,10,9,7,5,8,10,10,6,10,2,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,-0.01,7,,7,6,7,0,0,1,0,
389,415,female,21,31,10,european/caucasian-american,european/caucasian-american,1,1,1,law,10,20,40,10,10,10,5,5,5,5,5,5,20,30,20,20,0,10,8,10,9,7,5,5,3,9,2,10,,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,0.3,7,,7,4,4,0,0,1,0,
390,397,female,30,24,6,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,20,21,21,22,6,10,3,9,10,3,8,0,10,20,20,10,10,30,8,8,8,8,8,6,10,6,6,6,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.26,6,,10,6,8,0,1,0,0,
390,398,female,30,29,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,45,10,10,30,0,5,3,7,5,1,3,1,10,20,20,10,10,30,8,8,8,8,8,8,8,8,8,,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.36,6,,10,6,8,0,1,0,0,
390,399,female,30,29,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,25,10,20,20,10,15,4,7,7,4,7,2,10,20,20,10,10,30,8,8,8,8,8,,,,,,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.68,6,,10,,,,0,0,0,
390,400,female,30,26,4,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,70,5,20,3,1,1,1,7,9,1,7,1,10,20,20,10,10,30,8,8,8,8,8,8,6,8,6,8,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.59,6,,10,4,1,0,1,0,0,
390,401,female,30,31,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,35,0,25,20,0,20,1,6,6,3,6,,10,20,20,10,10,30,8,8,8,8,8,6,10,10,6,,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.6,6,,10,6,6,0,1,0,0,
390,402,female,30,29,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,10,neuroscience and education,25,20,15,25,10,5,5,6,5,2,8,4,10,20,20,10,10,30,8,8,8,8,8,6,10,8,6,,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.21,6,,10,6,6,0,1,0,0,
390,403,female,30,22,8,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,20,25,20,15,5,15,3,3,4,2,,,10,20,20,10,10,30,8,8,8,8,8,6,10,10,6,,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.19,6,,10,6,8,0,1,0,0,
390,404,female,30,23,7,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,25,14,25,25,3,8,2,9,7,6,6,1,10,20,20,10,10,30,8,8,8,8,8,8,10,10,6,,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.37,6,,10,6,,0,1,1,1,
390,405,female,30,30,0,asian/pacific islander/asian-american,black/african american,0,1,10,neuroscience and education,30,25,20,15,5,5,3,8,10,5,9,0,10,20,20,10,10,30,8,8,8,8,8,4,8,6,6,6,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.44,6,,10,4,6,0,1,0,0,
390,406,female,30,27,3,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,10,neuroscience and education,20,20,20,20,20,0,2,4,4,5,4,4,10,20,20,10,10,30,8,8,8,8,8,8,10,10,8,8,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.56,6,,10,8,8,0,1,0,0,
390,407,female,30,24,6,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,30,15,15,15,15,10,6,8,10,7,9,3,10,20,20,10,10,30,8,8,8,8,8,8,10,10,6,8,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.74,6,,10,8,8,0,1,0,0,
390,408,female,30,24,6,asian/pacific islander/asian-american,latino/hispanic american,0,1,10,neuroscience and education,20,10,20,20,10,20,3,2,2.5,3,3,0,10,20,20,10,10,30,8,8,8,8,8,6,8,8,6,8,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.25,6,,10,6,6,0,1,0,0,
390,409,female,30,23,7,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,20,15,20,20,10,15,,,,,,,10,20,20,10,10,30,8,8,8,8,8,8,10,8,6,,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.41,6,,10,6,8,0,1,0,0,
390,410,female,30,27,3,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,20,20,20,20,10,10,2,1,3,5,10,1,10,20,20,10,10,30,8,8,8,8,8,8,6,8,6,6,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,-0.03,6,,10,6,6,0,1,0,0,
390,411,female,30,34,4,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,35,15,15,25,10,0,4,7,7,9,4,5,10,20,20,10,10,30,8,8,8,8,8,8,8,8,8,8,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.39,6,,10,8,8,0,1,0,0,
390,412,female,30,27,3,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,75,5,5,5,5,5,7,6,7,7,8,9,10,20,20,10,10,30,8,8,8,8,8,6,8,8,6,8,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,-0.19,6,,10,6,8,0,1,0,0,
390,413,female,30,26,4,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,10,10,30,30,5,15,5,6,7,5,6,6,10,20,20,10,10,30,8,8,8,8,8,6,8,8,8,8,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.17,6,,10,8,8,0,1,0,0,
390,414,female,30,29,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,95,1,1,1,1,1,6,6,5,4,3,0,10,20,20,10,10,30,8,8,8,8,8,6,8,8,6,8,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,-0.03,6,,10,6,6,0,1,1,1,
390,415,female,30,31,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,10,neuroscience and education,10,20,40,10,10,10,5,5,5,5,5,5,10,20,20,10,10,30,8,8,8,8,8,4,6,6,6,6,,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,0.64,6,,10,4,8,0,1,1,1,
391,397,female,28,24,4,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,20,21,21,22,6,10,9,9,8,9,8,8,35,0,35,10,10,10,8,9,9,9,7,5,9,5,3,6,3,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.35,4,,1,3,5,0,0,1,0,
391,398,female,28,29,1,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,45,10,10,30,0,5,6,6,,4,,,35,0,35,10,10,10,8,9,9,9,7,7,6,6,6,6,4,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.26,4,,1,6,5,0,0,0,0,
391,399,female,28,29,1,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,25,10,20,20,10,15,4,5,9,7,,7,35,0,35,10,10,10,8,9,9,9,7,7,6,6,3,5,5,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.7,4,,1,5,6,0,0,0,0,
391,400,female,28,26,2,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,70,5,20,3,1,1,6,7,9,,,,35,0,35,10,10,10,8,9,9,9,7,6,5,5,5,5,5,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.72,4,,1,5,5,0,0,1,0,
391,401,female,28,31,3,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,35,0,25,20,0,20,3,6,6,4,5,,35,0,35,10,10,10,8,9,9,9,7,8,8,8,6,9,7,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.53,4,,1,7,5,0,1,0,0,
391,402,female,28,29,1,european/caucasian-american,asian/pacific islander/asian-american,0,1,5,creative writing,25,20,15,25,10,5,8,7,5,6,4,8,35,0,35,10,10,10,8,9,9,9,7,5,8,6,5,9,3,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.4,4,,1,5,7,0,0,1,0,
391,403,female,28,22,6,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,20,25,20,15,5,15,5,6,6,,,,35,0,35,10,10,10,8,9,9,9,7,5,5,5,3,3,3,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,-0.02,4,,1,4,7,0,0,0,0,
391,404,female,28,23,5,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,25,14,25,25,3,8,8,7,7,7,7,,35,0,35,10,10,10,8,9,9,9,7,9,8,6,6,6,6,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.85,4,,1,7,5,0,0,1,0,
391,405,female,28,30,2,european/caucasian-american,black/african american,0,1,5,creative writing,30,25,20,15,5,5,7,7,10,10,7,3,35,0,35,10,10,10,8,9,9,9,7,5,8,7,5,8,3,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.17,4,,1,6,6,0,0,1,0,
391,406,female,28,27,1,european/caucasian-american,asian/pacific islander/asian-american,0,1,5,creative writing,20,20,20,20,20,0,8,8,8,8,8,8,35,0,35,10,10,10,8,9,9,9,7,5,7,6,8,5,3,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.11,4,,1,5,6,0,0,1,0,
391,407,female,28,24,4,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,30,15,15,15,15,10,6,7,6,6,7,8,35,0,35,10,10,10,8,9,9,9,7,6,10,9,7,8,5,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.34,4,,1,6,7,0,0,0,0,
391,408,female,28,24,4,european/caucasian-american,latino/hispanic american,0,1,5,creative writing,20,10,20,20,10,20,6,7,8,8,7,7,35,0,35,10,10,10,8,9,9,9,7,5,5,6,6,9,5,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.09,4,,1,6,8,0,0,0,0,
391,409,female,28,23,5,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,20,15,20,20,10,15,7,8,8,7,6,7,35,0,35,10,10,10,8,9,9,9,7,8,6,6,7,6,5,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.55,4,,1,5,6,0,0,0,0,
391,410,female,28,27,1,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,20,20,20,20,10,10,7,8,8,4,5,8,35,0,35,10,10,10,8,9,9,9,7,7,9,8,8,6,6,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.08,4,,1,7,8,0,1,1,1,
391,411,female,28,34,6,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,35,15,15,25,10,0,6,7,8,6,6,5,35,0,35,10,10,10,8,9,9,9,7,7,8,7,6,7,6,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.11,4,,1,6,7,0,0,0,0,
391,412,female,28,27,1,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,75,5,5,5,5,5,8,8,8,9,10,10,35,0,35,10,10,10,8,9,9,9,7,5,5,5,5,5,5,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,-0.24,4,,1,5,5,0,0,1,0,
391,413,female,28,26,2,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,10,10,30,30,5,15,7,6,7,7,6,6,35,0,35,10,10,10,8,9,9,9,7,5,6,5,5,6,5,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,-0.4,4,,1,6,6,0,0,0,0,
391,414,female,28,29,1,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,95,1,1,1,1,1,8,6,7,6,7,5,35,0,35,10,10,10,8,9,9,9,7,6,6,6,6,6,4,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.07,4,,1,5,5,0,0,1,0,
391,415,female,28,31,3,european/caucasian-american,european/caucasian-american,1,1,5,creative writing,10,20,40,10,10,10,5,5,5,5,5,5,35,0,35,10,10,10,8,9,9,9,7,6,8,6,6,6,5,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,0.37,4,,1,5,10,0,0,1,0,
392,397,female,26,24,2,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,20,21,21,22,6,10,7,8,8,8,7,7,15,20,15,30,10,10,4,7,7,8,7,2,2,2,2,5,2,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.29,3,,2,2,1,0,0,1,0,
392,398,female,26,29,3,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,45,10,10,30,0,5,6,9,9,10,8,,15,20,15,30,10,10,4,7,7,8,7,8,8,9,10,9,6,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.4,3,,2,9,5,0,1,1,1,
392,399,female,26,29,3,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,25,10,20,20,10,15,5,4,,5,7,,15,20,15,30,10,10,4,7,7,8,7,5,3,5,1,10,1,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.5,3,,2,2,3,0,0,0,0,
392,400,female,26,26,0,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,70,5,20,3,1,1,4,7,7,6,6,7,15,20,15,30,10,10,4,7,7,8,7,7,7,8,7,10,5,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.34,3,,2,7,4,0,1,0,0,
392,401,female,26,31,5,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,35,0,25,20,0,20,3,7,5,7,5,,15,20,15,30,10,10,4,7,7,8,7,5,9,9,4,9,2,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.54,3,,2,4,5,0,0,0,0,
392,402,female,26,29,3,european/caucasian-american,asian/pacific islander/asian-american,0,6,1,creative writing - nonfiction,25,20,15,25,10,5,6,8,6,5,6,5,15,20,15,30,10,10,4,7,7,8,7,2,8,9,4,10,3,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.12,3,,2,4,2,0,0,0,0,
392,403,female,26,22,4,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,20,25,20,15,5,15,5,7,7,4,4,2,15,20,15,30,10,10,4,7,7,8,7,2,10,8,7,9,2,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.16,3,,2,5,6,0,0,0,0,
392,404,female,26,23,3,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,25,14,25,25,3,8,7,7,7,8,,,15,20,15,30,10,10,4,7,7,8,7,9,8,8,8,7,7,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.18,3,,2,8,6,0,1,1,1,
392,405,female,26,30,4,european/caucasian-american,black/african american,0,6,1,creative writing - nonfiction,30,25,20,15,5,5,7,10,10,10,10,10,15,20,15,30,10,10,4,7,7,8,7,5,10,10,7,10,5,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.45,3,,2,6,2,0,0,1,0,
392,406,female,26,27,1,european/caucasian-american,asian/pacific islander/asian-american,0,6,1,creative writing - nonfiction,20,20,20,20,20,0,7,8,7,8,7,8,15,20,15,30,10,10,4,7,7,8,7,3,2,10,10,10,3,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.41,3,,2,5,1,0,0,1,0,
392,407,female,26,24,2,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,30,15,15,15,15,10,7,6,7,6,8,9,15,20,15,30,10,10,4,7,7,8,7,5,8,7,6,6,5,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.75,3,,2,6,3,0,0,1,0,
392,408,female,26,24,2,european/caucasian-american,latino/hispanic american,0,6,1,creative writing - nonfiction,20,10,20,20,10,20,4,6,6,8,7,7,15,20,15,30,10,10,4,7,7,8,7,3,3,4,4,8,2,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.29,3,,2,3,1,0,0,0,0,
392,409,female,26,23,3,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,20,15,20,20,10,15,6,8,8,6,8,8,15,20,15,30,10,10,4,7,7,8,7,8,10,10,8,8,9,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.43,3,,2,9,8,0,1,0,0,
392,410,female,26,27,1,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,20,20,20,20,10,10,5,10,5,6,6,5,15,20,15,30,10,10,4,7,7,8,7,9,9,10,8,9,7,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,-0.26,3,,2,9,6,0,1,0,0,
392,411,female,26,34,8,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,35,15,15,25,10,0,5,10,8,10,7,5,15,20,15,30,10,10,4,7,7,8,7,6,8,9,8,8,6,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.46,3,,2,6,3,0,0,0,0,
392,412,female,26,27,1,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,75,5,5,5,5,5,8,8,8,8,8,8,15,20,15,30,10,10,4,7,7,8,7,1,3,3,1,8,1,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,-0.27,3,,2,1,1,0,0,1,0,
392,413,female,26,26,0,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,10,10,30,30,5,15,7,7,7,6,7,6,15,20,15,30,10,10,4,7,7,8,7,6,8,10,8,8,8,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.17,3,,2,7,2,0,1,0,0,
392,414,female,26,29,3,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,95,1,1,1,1,1,10,10,10,9,10,5,15,20,15,30,10,10,4,7,7,8,7,6,6,7,3,7,1,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,-0.34,3,,2,4,2,0,0,1,0,
392,415,female,26,31,5,european/caucasian-american,european/caucasian-american,1,6,1,creative writing - nonfiction,10,20,40,10,10,10,5,5,5,5,5,5,15,20,15,30,10,10,4,7,7,8,7,1,1,1,1,1,1,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,0.62,3,,2,1,10,0,0,1,0,
393,397,female,22,24,2,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,20,21,21,22,6,10,6,9,8,8,8,7,8,20,25,25,12,10,7,9,8,8,8,8,8,8,8,7,7,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.08,6,,2.5,8,7,0,1,1,1,
393,398,female,22,29,7,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,45,10,10,30,0,5,6,9,8,10,,8,8,20,25,25,12,10,7,9,8,8,8,7,8,8,7,6,6,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.36,6,,2.5,8,6,0,1,1,1,
393,399,female,22,29,7,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,25,10,20,20,10,15,,,,,,,8,20,25,25,12,10,7,9,8,8,8,7,8,9,8,8,7,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.43,6,,2.5,7,6,0,1,0,0,
393,400,female,22,26,4,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,70,5,20,3,1,1,3,8,8,6,6,,8,20,25,25,12,10,7,9,8,8,8,6,6,8,6,9,6,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.25,6,,2.5,5,5,0,0,0,0,
393,401,female,22,31,9,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,35,0,25,20,0,20,1,3,8,5,5,,8,20,25,25,12,10,7,9,8,8,8,8,8,8,8,8,9,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.42,6,,2.5,8,6,0,1,0,0,
393,402,female,22,29,7,european/caucasian-american,asian/pacific islander/asian-american,0,4,8,writing: literary nonfiction,25,20,15,25,10,5,6,8,6,6,6,6,8,20,25,25,12,10,7,9,8,8,8,6,8,7,6,7,6,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,-0.18,6,,2.5,6,5,0,0,0,0,
393,403,female,22,22,0,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,20,25,20,15,5,15,5,7,7,4,7,,8,20,25,25,12,10,7,9,8,8,8,7,9,7,7,6,5,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,-0.14,6,,2.5,7,5,0,1,1,1,
393,404,female,22,23,1,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,25,14,25,25,3,8,3,7,7,6,6,,8,20,25,25,12,10,7,9,8,8,8,7,7,6,6,6,5,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,-0.02,6,,2.5,6,6,0,0,0,0,
393,405,female,22,30,8,european/caucasian-american,black/african american,0,4,8,writing: literary nonfiction,30,25,20,15,5,5,5,10,10,10,10,10,8,20,25,25,12,10,7,9,8,8,8,6,8,8,6,8,5,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.64,6,,2.5,6,5,0,1,0,0,
393,406,female,22,27,5,european/caucasian-american,asian/pacific islander/asian-american,0,4,8,writing: literary nonfiction,20,20,20,20,20,0,5,7,6,6,4,7,8,20,25,25,12,10,7,9,8,8,8,8,8,8,8,7,7,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.29,6,,2.5,8,7,0,1,1,1,
393,407,female,22,24,2,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,30,15,15,15,15,10,6,8,8,7,7,8,8,20,25,25,12,10,7,9,8,8,8,8,8,8,8,8,7,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.66,6,,2.5,7,7,0,1,0,0,
393,408,female,22,24,2,european/caucasian-american,latino/hispanic american,0,4,8,writing: literary nonfiction,20,10,20,20,10,20,6,7,8,7,9,8,8,20,25,25,12,10,7,9,8,8,8,7,8,9,7,8,7,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.25,6,,2.5,8,6,0,1,0,0,
393,409,female,22,23,1,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,20,15,20,20,10,15,4,8,8,6,7,3,8,20,25,25,12,10,7,9,8,8,8,7,7,7,7,7,7,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.36,6,,2.5,6,6,0,1,0,0,
393,410,female,22,27,5,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,20,20,20,20,10,10,5,9,8,2,5,2,8,20,25,25,12,10,7,9,8,8,8,7,8,7,7,6,5,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,-0.5,6,,2.5,5,5,0,0,0,0,
393,411,female,22,34,12,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,35,15,15,25,10,0,5,10,7,7,4,5,8,20,25,25,12,10,7,9,8,8,8,8,8,8,8,8,7,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.36,6,,2.5,8,7,0,1,0,0,
393,412,female,22,27,5,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,75,5,5,5,5,5,5,8,9,8,8,6,8,20,25,25,12,10,7,9,8,8,8,7,8,8,7,8,6,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0,6,,2.5,7,6,0,0,0,0,
393,413,female,22,26,4,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,10,10,30,30,5,15,6,8,6,6,6,5,8,20,25,25,12,10,7,9,8,8,8,8,8,8,7,7,6,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,-0.01,6,,2.5,7,7,0,0,0,0,
393,414,female,22,29,7,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,95,1,1,1,1,1,10,10,10,7,7,6,8,20,25,25,12,10,7,9,8,8,8,7,7,7,6,7,6,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,-0.51,6,,2.5,6,6,0,1,1,1,
393,415,female,22,31,9,european/caucasian-american,european/caucasian-american,1,4,8,writing: literary nonfiction,10,20,40,10,10,10,5,5,5,5,5,5,8,20,25,25,12,10,7,9,8,8,8,,,,,,,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,0.68,6,,2.5,,,,0,1,0,
394,397,female,24,24,0,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],20,21,21,22,6,10,7,9,8,8,8,9,18,19,16,15,15,17,9,8,7,7,7,5,8,8,7,7,7,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.1,6,,2.5,7,6,0,0,1,0,
394,398,female,24,29,5,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],45,10,10,30,0,5,6,7,5,4,,9,18,19,16,15,15,17,9,8,7,7,7,8,9,7,8,6,8,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.45,6,,2.5,8,8.5,0,1,0,0,
394,399,female,24,29,5,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],25,10,20,20,10,15,,,,,,,18,19,16,15,15,17,9,8,7,7,7,,,,,,,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.46,6,,2.5,,,,0,0,0,
394,400,female,24,26,2,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],70,5,20,3,1,1,4,7,7,6,6,5,18,19,16,15,15,17,9,8,7,7,7,8,8,7,8,9,8,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.27,6,,2.5,8.5,7,0,1,0,0,
